article,gender
Cosmic_microwave_background_radiation,Unknown
Costa_Rica,Unknown
Costume_design,Unknown
Cotopaxi,Unknown
Cotswolds,Unknown
Cotton,Unknown
Coulomb%27s_law,Unknown
Country,Unknown
Coupling_%28railway%29,Unknown
Coventry,Unknown
Crab_Nebula,Unknown
Crash_test_dummy,Unknown
Craters_of_the_Moon_National_Monument_and_Preserve,Unknown
Craton,Unknown
Creation-evolution_controversy,Unknown
Creationism,Unknown
Creative_Commons,Unknown
Cretaceous,Unknown
Cretaceous-Tertiary_extinction_event,Unknown
Cricket,Unknown
Crime,Unknown
Crime_and_Punishment,Unknown
Crime_in_Mexico,Unknown
Crimean_Karaites,Unknown
Crimean_War,Unknown
Crimson-collared_Tanager,Unknown
Cristero_War,Unknown
Criticism_of_the_War_on_Terrorism,Unknown
Croatia,Unknown
Crocodile,Unknown
Crohn%27s_disease,Unknown
Cross_Fell,Unknown
Crossbill,Unknown
Crow,Unknown
Crown_Jewels_of_the_United_Kingdom,Unknown
Crusades,Unknown
Crust_%28geology%29,Unknown
Crustacean,Unknown
Cryptography,Unknown
Crystal,Unknown
Crystallographic_defects_in_diamond,Unknown
Cuba,Unknown
Cubeb,Unknown
Cubism,Unknown
Cuckmere_Haven,Unknown
Cultivar,Unknown
Cultural_diversity,Unknown
Cultural_identity,Unknown
Culture,Unknown
Culture_of_the_Democratic_Republic_of_the_Congo,Unknown
Curium,Unknown
Currency,Unknown
Cyanocobalamin,Unknown
Cyberpunk,Unknown
Cyclamen,Unknown
Cyclone_Percy,Unknown
Cyclone_Rosita,Unknown
Cyclops,Unknown
Cymbopogon,Unknown
Cyprus,Unknown
Cyril_Clarke,Male
Cyrus_K._Holliday,Male
Cyrus_the_Great,Male
Cystic_fibrosis,Unknown
Czech_Republic,Unknown
D%C3%A1l_Riata,Unknown
D%C3%BCsseldorf,Unknown
DNA,Unknown
DNA_repair,Unknown
DVD,Unknown
Dad%27s_Army,Unknown
Dada,Unknown
Dakar,Unknown
Dakota%2C_Minnesota_and_Eastern_Railroad,Unknown
Daley_Thompson,Male
Dallas%2C_Texas,Unknown
Dam,Unknown
Damascus,Unknown
Damascus_steel,Unknown
Damon_Hill,Male
Dance,Unknown
Dandelion,Unknown
Daniel_Day-Lewis,Male
Daniel_Ellsberg,Male
Danny_Deever,Unknown
Danske_Statsbaner,Unknown
Dante_Alighieri,Male
Danube,Unknown
Darfur_conflict,Unknown
Dark_Ages,Unknown
Darling_River,Unknown
Darmstadtium,Unknown
Darth_Vader,Male
Dartmoor,Unknown
Das_Kapital,Unknown
Data_Encryption_Standard,Unknown
David_Attenborough,Male
David_Beckham,Male
David_Blanchflower,Male
David_Cameron,Male
David_Copperfield_%28novel%29,Unknown
David_Helvarg,Male
David_Heymann,Male
David_Hilbert,Male
David_Hume,Male
David_III_of_Tao,Male
David_Livingstone,Male
Davis_Cup,Unknown
Davy_Jones%27_Locker,Unknown
Day,Unknown
Dayuan,Unknown
Dead_Sea,Unknown
Dead_Sea_scrolls,Unknown
Death_Valley_National_Park,Unknown
Decade_Volcanoes,Unknown
Deconstructivism,Unknown
Defaka,Unknown
Defense_of_Sihang_Warehouse,Unknown
Definition_of_planet,Unknown
Deinonychus,Unknown
Deity,Unknown
Delhi,Unknown
Deluge_%28mythology%29,Unknown
Demand_Note,Unknown
Democracy,Unknown
Democratic_Action_Party,Unknown
Democratic_Republic_of_the_Congo,Unknown
Demosthenes,Male
Denis_Law,Male
Denmark,Unknown
Dennis_Ritchie,Male
Denver%2C_Colorado,Unknown
Derby,Unknown
Desert,Unknown
Desert_locust,Unknown
Desmond_Tutu,Male
Despotism,Unknown
Detroit%2C_Michigan,Unknown
Devonian,Unknown
Dewey_Square,Unknown
Diabetes_mellitus,Unknown
Diamond,Unknown
Diamond_cut,Unknown
Diamond_simulant,Unknown
Diane_Keaton,Female
Dice,Unknown
Dido_and_Aeneas,Unknown
Diego_Garcia,Unknown
Diego_Maradona,Male
Diego_Vel%C3%A1zquez,Male
Differential_equation,Unknown
Differential_geometry_and_topology,Unknown
Diffuse_interstellar_band,Unknown
Dik-dik,Unknown
Dill,Unknown
Dilophosaurus,Unknown
Dimetrodon,Unknown
Dingo,Unknown
Dinosaur,Unknown
Diplodocus,Unknown
Directdebit,Unknown
Directive_Principles_in_India,Unknown
Disneyland_Railroad,Unknown
Distilled_beverage,Unknown
Dixie_Mission,Unknown
Djibouti,Unknown
Dmitri_Mendeleev,Male
Doctor_Who,Unknown
Dodo,Unknown
Dog,Unknown
Doha,Unknown
Dolphin,Unknown
Domesday_Book,Unknown
Domestic_AC_power_plugs_and_sockets,Unknown
Domestic_goat,Unknown
Domesticated_turkey,Unknown
Dominica,Unknown
Dominican_Republic,Unknown
Donald_Bradman,Male
Donald_Duck,Male
Donald_Knuth,Male
Donation,Unknown
Doom,Unknown
Dorset,Unknown
Double-decker_bus,Unknown
Double_bass,Unknown
Douglas_Adams,Male
Douglas_DC-4,Unknown
Dove,Male
Dover,Unknown
Down_syndrome,Unknown
Dr._Seuss,Male
Drama,Unknown
Draughts,Unknown
Drawing,Unknown
Dresden,Unknown
Drinking_water,Unknown
Driving_on_the_left_or_right,Unknown
Drosera_anglica,Unknown
Drosophila_melanogaster,Unknown
Drought,Unknown
Drum_and_bass,Unknown
Du_Fu,Male
Dualism_%28philosophy_of_mind%29,Unknown
Dubai,Unknown
Dublin,Unknown
Dubnium,Unknown
Duchenne_muscular_dystrophy,Unknown
Dundee,Unknown
Dundee_United_F.C.,Unknown
Dune,Unknown
Dunnock,Unknown
Dunstable_Downs,Unknown
Duran_Duran,Unknown
Durham,Unknown
Durham_Cathedral,Unknown
Durian,Unknown
Dutch_language,Unknown
Dwight_D._Eisenhower,Male
Dysprosium,Unknown
E.T._the_Extra-Terrestrial_%28Atari_2600%29,Unknown
E._E._Cummings,Male
E._P._Wigner,Male
ECHELON,Unknown
EMD_BL2,Unknown
EMD_F7,Unknown
EMD_GP30,Unknown
Eagle,Unknown
Eagle_Scout_%28Boy_Scouts_of_America%29,Unknown
Earl_of_Shaftesbury,Unknown
Earless_seal,Unknown
Earth,Unknown
Earth%27s_atmosphere,Unknown
Earthquake,Unknown
Earwax,Unknown
East-West_Schism,Unknown
EastEnders,Unknown
East_Africa,Unknown
East_Flemish,Unknown
East_Timor,Unknown
Easter_Island,Unknown
Eastern_Orthodox_Church,Unknown
Eastern_Roman_Empire,Unknown
Ebony,Unknown
Ecology,Unknown
Economic_inequality,Unknown
Economics,Unknown
Economy_of_Africa,Unknown
Economy_of_India,Unknown
Economy_of_Pakistan,Unknown
Economy_of_Scotland,Unknown
Economy_of_the_Iroquois,Unknown
Economy_of_the_Republic_of_Ireland,Unknown
Ecuador,Unknown
Edema,Unknown
Edgar_Allan_Poe,Male
Edible_salt,Unknown
Edinburgh,Unknown
Edmond_Halley,Male
Edmonton,Unknown
Edmund_Burke,Male
Edmund_Hillary,Male
Education,Unknown
Education_in_the_United_States,Unknown
Educational_psychology,Unknown
Edward_Gibbon,Male
Edward_III_of_England,Male
Edward_II_of_England,Male
Edward_IV_of_England,Male
Edward_I_of_England,Male
Edward_Jenner,Male
Edward_Teller,Male
Edward_VIII_of_the_United_Kingdom,Male
Edward_VII_of_the_United_Kingdom,Unknown
Edward_VI_of_England,Male
Edward_V_of_England,Male
Edward_the_Confessor,Male
Edwin_of_Northumbria,Male
Effect_of_Hurricane_Katrina_on_New_Orleans,Unknown
Effects_of_global_warming,Unknown
Effects_of_nuclear_explosions,Unknown
Egg_%28food%29,Unknown
Egypt,Unknown
Egyptian_pyramids,Unknown
Eifel_Aqueduct,Unknown
Eilmer_of_Malmesbury,Male
Einsteinium,Unknown
El_Aai%C3%BAn,Unknown
El_Hatillo_Municipality%2C_Miranda,Unknown
El_Lissitzky,Male
El_Ni%C3%B1o-Southern_Oscillation,Unknown
El_Salvador,Unknown
Elagabalus,Male
Eldfell,Unknown
Election,Unknown
Electric_charge,Unknown
Electric_field,Unknown
Electrical_engineering,Unknown
Electrical_resistance,Unknown
Electricity,Unknown
Electromagnetic_radiation,Unknown
Electron,Unknown
Electron_beam_welding,Unknown
Electronic_amplifier,Unknown
Electronics,Unknown
Elementary_algebra,Unknown
Elementary_arithmetic,Unknown
Elementary_group_theory,Unknown
Eleocharis_dulcis,Unknown
Elephant,Unknown
Elephant_bird,Unknown
Elephant_shrew,Unknown
Elfin-woods_Warbler,Unknown
Elias_Ashmole,Male
Eliminative_materialism,Unknown
Elizabeth_Fry,Female
Elizabeth_II_of_the_United_Kingdom,Female
Elizabeth_I_of_England,Female
Elizabethan_Poor_Law_%281601%29,Unknown
Elvis_Presley,Male
Emacs,Unknown
Emanuel_Swedenborg,Male
Emirate,Unknown
Emma_Roberts,Female
Emotion,Unknown
Emperor_Penguin,Unknown
Empires__Dawn_of_the_Modern_World,Unknown
Empiricism,Unknown
Employment,Unknown
Emu,Unknown
Enceladus_%28moon%29,Unknown
Encyclop%C3%A6dia_Britannica,Unknown
Endoscopic_foreign_body_retrieval,Unknown
Energy,Unknown
Engineering,Unknown
England,Unknown
England_expects_that_every_man_will_do_his_duty,Unknown
English_Channel,Unknown
English_Reformation,Unknown
English_language,Unknown
English_monarchs_family_tree,Unknown
English_peasants%27_revolt_of_1381,Unknown
English_poetry,Unknown
Enigma_machine,Unknown
Entropy,Unknown
Environmental_science,Unknown
Enzyme_kinetics,Unknown
Eocene,Unknown
Epaminondas,Male
Epazote,Unknown
Epic_of_Gilgamesh,Unknown
Episcopal_polity,Unknown
Equal_Protection_Clause,Unknown
Equatorial_Guinea,Unknown
Erbium,Unknown
Eric_Clapton,Male
Erie_Canal,Unknown
Eris_%28dwarf_planet%29,Unknown
Eritrea,Unknown
Ernest_Hemingway,Male
Ernest_Rutherford,Male
Eruption_column,Unknown
Erwin_Rommel,Male
Eskimo,Unknown
Esox,Unknown
Esperanto,Unknown
Essential_oil,Unknown
Estonia,Unknown
Ethanol,Unknown
Ethics,Unknown
Ethiopia,Unknown
Ethiopian_Wolf,Unknown
Ethnic_group,Unknown
Euclid,Male
Euclidean_geometry,Unknown
Eukaryote,Unknown
Euphrates,Unknown
Eurasian_Bullfinch,Unknown
Eurasian_Collared_Dove,Unknown
Eurasian_Eagle_Owl,Unknown
Eurasian_Jay,Unknown
Eurasian_Oystercatcher,Unknown
Euro,Unknown
Europe,Unknown
European_Goldfinch,Unknown
European_Greenfinch,Unknown
European_Kingfisher,Unknown
European_Parliament,Unknown
European_Space_Agency,Unknown
European_Union,Unknown
Europium,Unknown
Eurovision_Song_Contest,Unknown
Euston_Manifesto,Unknown
Eustreptospondylus,Unknown
Eva_Per%C3%B3n,Female
Evan_Rachel_Wood,Female
Evanton,Unknown
Evolution,Unknown
Evolutionarily_stable_strategy,Unknown
Existentialism,Unknown
Exploration_of_Mars,Unknown
Explorer_I,Unknown
Expressionism,Unknown
Extinct_birds,Unknown
Extinction,Unknown
Extrasolar_planet,Unknown
Extraterrestrial_life,Unknown
Eye,Unknown
Eye_%28cyclone%29,Unknown
Eyelid,Unknown
Ezra_Pound,Male
F-35_Lightning_II,Unknown
F-4_Phantom_II,Unknown
FIFA,Unknown
FIFA_World_Cup,Unknown
FM_Consolidated_line,Unknown
FairTax,Unknown
Fair_Isle,Unknown
Falcon,Unknown
Falkirk_Wheel,Unknown
Falkland_Islands,Unknown
Family,Unknown
Famine,Unknown
Fanny_Blankers-Koen,Female
Faroe_Islands,Unknown
Fascism,Unknown
Fashion,Unknown
Fatty_acid,Unknown
Fauna_of_Australia,Unknown
Feather,Unknown
Fed_Cup,Unknown
Federal_Bureau_of_Investigation,Unknown
Federated_States_of_Micronesia,Unknown
Fedora_Core,Unknown
Feldspar,Unknown
Felice_Beato,Male
Felix_Mendelssohn,Male
Felix_the_Cat,Male
Fencing,Unknown
Fennel,Unknown
Ferdinand_Magellan,Male
Ferdinandea,Unknown
Fermi_paradox,Unknown
Fermium,Unknown
Fern,Unknown
Fertile_Crescent,Unknown
Fertilizer,Unknown
Fetal_alcohol_spectrum_disorder,Unknown
Ffestiniog_Railway,Unknown
Fiberglass,Unknown
Fiction,Unknown
Fidel_Castro,Male
Fieldfare,Unknown
Fiji,Unknown
Film,Unknown
Final_Fantasy_%28video_game%29,Unknown
Final_Fantasy_Adventure,Unknown
Finance,Unknown
Financial_statements,Unknown
Fine_art,Unknown
Finland,Unknown
Fire,Unknown
Firearm,Unknown
Firecrest,Unknown
Firefly_%28TV_series%29,Unknown
First_Council_of_Nicaea,Unknown
First_Crusade,Unknown
First_Macedonian_War,Unknown
First_Transcontinental_Railroad,Unknown
Fish,Unknown
Fishing,Unknown
Flag_of_Australia,Unknown
Flag_of_Belarus,Unknown
Flag_of_Hong_Kong,Unknown
Flag_of_India,Unknown
Flag_of_Mexico,Unknown
Flag_of_South_Africa,Unknown
Flag_of_the_Republic_of_China,Unknown
Flamingo,Unknown
Flanders,Unknown
Flat_Earth,Unknown
Flemish_%28linguistics%29,Unknown
Flemish_dialects,Unknown
Flemish_people,Unknown
Flood,Unknown
Floppy_disk,Unknown
Florence_Nightingale,Female
Florida,Unknown
Florida_East_Coast_Railway,Unknown
Floris_and_Blancheflour,Unknown
Flower,Unknown
Floyd_Mayweather_Jr.,Unknown
Fluorine,Unknown
Flute,Unknown
Foie_gras,Unknown
Folic_acid,Unknown
Folk_music,Unknown
Folklore,Unknown
Food,Unknown
Football,Unknown
Football_%28soccer%29,Unknown
Force,Unknown
Forensic_facial_reconstruction,Unknown
Forest,Unknown
Formic_acid,Unknown
Formula_One,Unknown
Forrest_Gump,Unknown
Fort_de_Chartres,Unknown
Forth,Unknown
Forth_Bridge_%28railway%29,Unknown
Forth_Road_Bridge,Unknown
Fossil,Unknown
Fossil_fuel,Unknown
Fossil_record,Unknown
Fourteenth_Amendment_to_the_United_States_Constitution,Unknown
Fox,Unknown
Fr%C3%A9d%C3%A9ric_Chopin,Male
Fractal,Unknown
France,Unknown
France_in_the_American_Revolutionary_War,Unknown
Frances_Oldham_Kelsey,Female
Francis_Bacon,Male
Francis_Crick,Male
Francis_Drake,Male
Francis_Petre,Male
Francis_of_Assisi,Male
Francisco_Goya,Male
Francium,Unknown
Frank_Lloyd_Wright,Male
Frankenstein,Unknown
Frankfurt,Unknown
Franklin_B._Gowen,Male
Franklin_D._Roosevelt,Male
Franklin_Pierce,Male
Franks,Unknown
Franz_Kafka,Male
Franz_Schubert,Male
Frederick_Douglass,Male
Frederick_Hamilton-Temple-Blackwood%2C_1st_Marquess_of_Dufferin_and_Ava,Male
Frederick_II%2C_Holy_Roman_Emperor,Male
Frederick_II_of_Prussia,Male
Freetown,Unknown
French_Guiana,Unknown
French_Open_%28tennis%29,Unknown
French_Polynesia,Unknown
French_Revolution,Unknown
French_Southern_and_Antarctic_Lands,Unknown
French_language,Unknown
Fresh_water,Unknown
Friedrich_Nietzsche,Male
Friend_Directdebit,Unknown
Frog,Unknown
Fruit,Unknown
Fugu,Unknown
Full_moon,Unknown
Funchal,Unknown
Functional_programming,Unknown
Fundamental_Rights_in_India,Unknown
Fundamental_theorem_of_arithmetic,Unknown
Fungus,Unknown
Fur_language,Unknown
Fusarium,Unknown
Fyodor_Dostoevsky,Male
GDRT,Male
GNOME,Unknown
GNU,Unknown
GNU_Linux_naming_controversy,Unknown
GNU_Project,Unknown
Gabon,Unknown
Gaborone,Unknown
Gadolinium,Unknown
Gal%C3%A1pagos_Islands,Unknown
Galah,Unknown
Galaxy,Unknown
Galeras,Unknown
Galerina,Unknown
Galileo_Galilei,Male
Gallery_of_the_Kings_and_Queens_of_England,Unknown
Gallimimus,Unknown
Gallium,Unknown
Galveston_Hurricane_of_1900,Unknown
Game,Unknown
Game_theory,Unknown
Ganesha,Male
Ganges_River,Unknown
Ganges_shark,Unknown
Gangtok,Unknown
Garage_%28dance_music%29,Unknown
Garden,Unknown
Garden_Gnome_Liberation_Front,Unknown
Gardening,Unknown
Gas,Unknown
Gas_giant,Unknown
Gas_metal_arc_welding,Unknown
Gas_tungsten_arc_welding,Unknown
Gas_turbine-electric_locomotive,Unknown
Gaur,Unknown
Gauss%27s_law,Unknown
Gautama_Buddha,Male
Gaza_Strip,Unknown
Gazelle,Unknown
Gender,Unknown
Genealogy,Unknown
General_Pershing_Zephyr,Unknown
Genetic_code,Unknown
Genetics,Unknown
Geneva,Unknown
Genghis_Khan,Male
Genoa,Unknown
Gentoo_penguin,Unknown
Geography,Unknown
Geography_of_Africa,Unknown
Geography_of_India,Unknown
Geography_of_Ireland,Unknown
Geography_of_Texas,Unknown
Geology,Unknown
Geology_of_Dorset,Unknown
Geology_of_the_Grand_Canyon_area,Unknown
Geometry,Unknown
Georg_Cantor,Male
Georg_Forster,Male
Georg_von_Boeselager,Male
George_Byron%2C_6th_Baron_Byron,Male
George_Eliot,Female
George_Fox,Male
George_H._W._Bush,Male
George_Herbert,Male
George_III_of_the_United_Kingdom,Male
George_II_of_Great_Britain,Male
George_IV_of_the_United_Kingdom,Male
George_I_of_Great_Britain,Male
George_Thomas_Coker,Male
George_VI_of_the_United_Kingdom,Unknown
George_V_of_the_United_Kingdom,Male
George_W._Bush,Male
George_Washington,Male
Georgetown%2C_Guyana,Unknown
Georgia_%28country%29,Unknown
Gerald_Durrell,Male
Gerald_Ford,Male
German_Crusade%2C_1096,Unknown
German_language,Unknown
German_reunification,Unknown
Germanium,Unknown
Germany,Unknown
Gettysburg_Address,Unknown
Ghana,Unknown
Ghost_Dance,Unknown
Giant%27s_Causeway,Unknown
Giant_Eland,Unknown
Giant_Hogweed,Unknown
Giant_Panda,Unknown
Gibraltar,Unknown
Giganotosaurus,Unknown
Gilles_Villeneuve,Male
Giraffe,Unknown
Giuseppe_Verdi,Male
Giza_pyramid_complex,Unknown
Glacier,Unknown
Glacier_National_Park_%28US%29,Unknown
Glaciology,Unknown
Glasgow,Unknown
Glass,Unknown
Glasses,Unknown
Glastonbury_Festival,Unknown
GlaxoSmithKline,Unknown
Gliding,Unknown
Gliese_876,Unknown
Gliese_876_b,Unknown
Gliese_876_c,Unknown
Gliese_876_d,Unknown
Global,Unknown
Global_city,Unknown
Global_spread_of_H5N1,Unknown
Global_warming,Unknown
Globalization,Unknown
Globe_Theatre,Unknown
Globular_cluster,Unknown
Glorious_Revolution,Unknown
Glynn_Lunney,Male
Gmail,Unknown
Go_%28board_game%29,Unknown
Goa,Unknown
God,Unknown
Gold,Unknown
Gold%28III%29_chloride,Unknown
Gold_standard,Unknown
Goldcrest,Unknown
Golden_Eagle,Unknown
Golden_Gate_Highlands_National_Park,Unknown
Goldfish,Unknown
Goleta%2C_California,Unknown
Gone_with_the_Wind_%28film%29,Unknown
Google,Unknown
Goose,Unknown
Gordon_Brown,Male
Gordon_Griffith,Male
Gorilla,Unknown
Gossypium,Unknown
Gothenburg,Unknown
Gottfried_Leibniz,Male
Government,Unknown
Government_of_France,Unknown
Gowanus_Canal,Unknown
Grand_Canal_of_China,Unknown
Grand_Canyon,Unknown
Grand_Central_Station_%28Chicago%29,Unknown
Grand_Central_Terminal,Unknown
Grand_Forks%2C_North_Dakota,Unknown
Grand_Slam_%28tennis%29,Unknown
Grange_Hill,Unknown
Granite,Unknown
Graniteville_train_disaster,Unknown
Grape_seed_oil,Unknown
Graphic_novel,Unknown
Gravitation,Unknown
Gray_Wolf,Unknown
Gray_reef_shark,Unknown
Grease_%28film%29,Unknown
Great_Auk,Unknown
Great_Barrier_Reef,Unknown
Great_Black-backed_Gull,Unknown
Great_Britain,Unknown
Great_Bustard,Unknown
Great_Comet_of_1882,Unknown
Great_Cormorant,Unknown
Great_Crested_Grebe,Unknown
Great_Lakes,Unknown
Great_Lakes_Storm_of_1913,Unknown
Great_Moravia,Unknown
Great_Pyramid_of_Giza,Unknown
Great_Red_Spot,Unknown
Great_Rift_Valley,Unknown
Great_Salt_Lake,Unknown
Great_Spotted_Woodpecker,Unknown
Great_Tit,Unknown
Great_Wall_of_China,Unknown
Great_Yarmouth,Unknown
Great_comet,Unknown
Great_hammerhead,Unknown
Great_white_shark,Unknown
Greater_Cane_Rat,Unknown
Greco-Buddhism,Unknown
Greece,Unknown
Greek_War_of_Independence,Unknown
Greek_mythology,Unknown
Green_Woodpecker,Unknown
Greenhouse_effect,Unknown
Greenland,Unknown
Greg_LeMond,Male
Gregor_Mendel,Male
Gregorian_chant,Unknown
Gremlins,Unknown
Grenada,Unknown
Grevy%27s_Zebra,Unknown
Group_%28mathematics%29,Unknown
Grover_Cleveland,Male
Guadeloupe,Unknown
Guam,Unknown
Guangzhou,Unknown
Guatemala,Unknown
Guernsey,Unknown
Guglielmo_Marconi,Male
Guild,Unknown
Guinea,Unknown
Guinea-Bissau,Unknown
Guinness,Unknown
Guitar,Unknown
Gulf_of_Mexico,Unknown
Gull,Unknown
Gunpowder,Unknown
Guqin,Unknown
Gustav_Holst,Male
Gustavus_Franklin_Swift,Male
Guyana,Unknown
Gyeongju,Unknown
Gypsum,Unknown
H%C3%A4nsel_und_Gretel,Unknown
H.D.,Female
H5N1,Unknown
HD_209458_b,Unknown
HD_217107,Unknown
HD_217107_b,Unknown
HD_217107_c,Unknown
HD_28185,Unknown
HD_28185_b,Unknown
HIV,Unknown
HIV_AIDS_in_Africa,Unknown
HMS_E18,Unknown
HSBC,Unknown
HTTP_cookie,Unknown
H_II_region,Unknown
Habsburg_Spain,Unknown
Hadrian%27s_Wall,Unknown
Haemophilia,Unknown
Hafnium,Unknown
Haiti,Unknown
Haji_Mohammad_Suharto,Male
Halfbeak,Unknown
Halloween,Unknown
Hamburg,Unknown
Hamilton-Burr_duel,Unknown
Hammurabi,Male
Hampshire,Unknown
Hampstead_Heath,Unknown
Hannibal_Barca,Male
Hanoi,Unknown
Harald_Maddadsson,Male
Haraldsk%C3%A6r_Woman,Female
Harare,Unknown
Hardball_squash,Unknown
Harlem_Globetrotters,Unknown
Harley-Davidson,Unknown
Harold_Macmillan,Male
Harold_Wilson,Male
Harrier_Hawk,Unknown
Harry_Potter,Unknown
Harry_S._Truman,Male
Harvest,Unknown
Hasekura_Tsunenaga,Male
Hassium,Unknown
Hatshepsut,Female
Hawaiian_Goose,Unknown
Hawfinch,Unknown
Hawk,Unknown
Hawk-Eye,Unknown
Hawking_radiation,Unknown
Health,Unknown
Heard_Island_and_McDonald_Islands,Unknown
Heat,Unknown
Hebrew_calendar,Unknown
Hebrew_language,Unknown
Hebrides,Unknown
Heilbronn,Unknown
Helen,Female
Helen_Gandy,Female
Helicobacter_pylori,Unknown
Heliocentrism,Unknown
Helium,Unknown
Hellenistic_Greece,Unknown
Hello_Garci_scandal,Unknown
Helmeted_Guineafowl,Unknown
Helsinki,Unknown
Henipavirus,Unknown
Henri_Matisse,Male
Henrik_Ibsen,Male
Henry_David_Thoreau,Male
Henry_Fonda,Male
Henry_Ford,Male
Henry_H._Rogers,Male
Henry_III_of_England,Male
Henry_II_of_England,Male
Henry_IV_of_England,Male
Henry_I_of_England,Male
Henry_James,Male
Henry_Moore,Male
Henry_Morrison_Flagler,Male
Henry_Morton_Stanley,Male
Henry_Purcell,Male
Henry_Rollins,Male
Henry_VIII_of_England,Male
Henry_VII_of_England,Male
Henry_VI_of_England,Male
Henry_V_of_England,Male
Henry_Wood_%28conductor%29,Unknown
Hepatocellular_carcinoma,Unknown
Hepatorenal_syndrome,Unknown
Heracles,Male
Heraclius,Male
Heraldry,Unknown
Herbert_Hoover,Male
Herbig-Haro_object,Unknown
Herbivore,Unknown
Hermann_Maier,Male
Hern%C3%A1n_Cort%C3%A9s,Male
Hero_of_Ukraine,Unknown
Hero_of_the_Russian_Federation,Unknown
Herodotus,Male
Heron,Unknown
Herrerasaurus,Unknown
Herring_Gull,Unknown
Hey_Jude,Unknown
Hickman%27s_potentilla,Unknown
High_German_consonant_shift,Unknown
Hilda_of_Whitby,Female
Himalayas,Unknown
Himno_Nacional_Mexicano,Unknown
Hindi,Unknown
Hinduism,Unknown
Hip_hop_music,Unknown
Hippocrates,Male
Hippopotamus,Unknown
Hiroh_Kikai,Male
Hirohito,Male
History,Unknown
History_of_Alaska,Unknown
History_of_Anglo-Saxon_England,Unknown
History_of_Arizona,Unknown
History_of_Buddhism,Unknown
History_of_Burnside,Unknown
History_of_Cape_Colony_from_1806_to_1870,Unknown
History_of_Cape_Colony_from_1870_to_1899,Unknown
History_of_Central_Asia,Unknown
History_of_Earth,Unknown
History_of_Greece,Unknown
History_of_Greenland,Unknown
History_of_Limerick,Unknown
History_of_Louisville%2C_Kentucky,Unknown
History_of_Miami%2C_Florida,Unknown
History_of_New_Jersey,Unknown
History_of_Northwest_Territories_capital_cities,Unknown
History_of_Poland_%281945%E2%80%931989%29,Unknown
History_of_Portugal_%281777%E2%80%931834%29,Unknown
History_of_Puerto_Rico,Unknown
History_of_Russia,Unknown
History_of_Singapore,Unknown
History_of_Solidarity,Unknown
History_of_South_Africa,Unknown
History_of_South_Africa_in_the_apartheid_era,Unknown
History_of_South_Carolina,Unknown
History_of_Wikipedia,Unknown
History_of_computing_hardware,Unknown
History_of_democracy,Unknown
History_of_education,Unknown
History_of_merit_badges_%28Boy_Scouts_of_America%29,Unknown
History_of_nuclear_weapons,Unknown
History_of_painting,Unknown
History_of_post-Soviet_Russia,Unknown
History_of_saffron,Unknown
History_of_science,Unknown
History_of_slavery,Unknown
History_of_the_Australian_Capital_Territory,Unknown
History_of_the_Grand_Canyon_area,Unknown
History_of_the_Internet,Unknown
History_of_the_Netherlands,Unknown
History_of_the_Panama_Canal,Unknown
History_of_the_Portuguese_Communist_Party,Unknown
History_of_the_Royal_Australian_Navy,Unknown
History_of_the_West_Indian_cricket_team,Unknown
History_of_the_world,Unknown
Ho_Chi_Minh,Unknown
Ho_Chi_Minh_City,Unknown
Holkham_Hall,Unknown
Hollandic,Unknown
Holmium,Unknown
Holy_Roman_Empire,Unknown
Homer,Male
Homestar_Runner,Unknown
Homo_floresiensis,Unknown
Honduras,Unknown
Honey,Unknown
Honey_bee,Unknown
Hong_Kong,Unknown
Hoover_Dam,Unknown
Hopman_Cup,Unknown
Horatio_Nelson%2C_1st_Viscount_Nelson,Male
Horn_of_Africa,Unknown
Horse,Unknown
Hot_air_balloon,Unknown
House,Unknown
House_Martin,Unknown
House_Sparrow,Unknown
House_of_Lords,Unknown
Household_income_in_the_United_States,Unknown
Houston%2C_Texas,Unknown
Hovercraft,Unknown
Howards_End,Unknown
Howland_Island,Unknown
Hrafnkels_saga,Unknown
Hubbard_Glacier,Unknown
Hubble%27s_law,Unknown
Hubble_Deep_Field,Unknown
Hubble_Space_Telescope,Unknown
Hudson_Bay,Unknown
Hugo_Wolf,Male
Human,Unknown
Human_abdomen,Unknown
Human_dignity,Unknown
Human_rights,Unknown
Humanism,Unknown
Humanities,Unknown
Humbert_Roque_Versace,Male
Humour,Unknown
Humpback_Whale,Unknown
Humphry_Davy,Male
Humus,Unknown
Hundred_Years%27_War,Unknown
Hungary,Unknown
Hunger,Unknown
Huntington%27s_disease,Unknown
Hurricane_Alex_%282004%29,Unknown
Hurricane_Andrew,Unknown
Hurricane_Camille,Unknown
Hurricane_Charley,Unknown
Hurricane_Danny_%281997%29,Unknown
Hurricane_David,Unknown
Hurricane_Dennis,Unknown
Hurricane_Edouard_%281996%29,Unknown
Hurricane_Epsilon_%282005%29,Unknown
Hurricane_Felix_%281995%29,Unknown
Hurricane_Floyd,Unknown
Hurricane_Georges,Unknown
Hurricane_Gloria,Unknown
Hurricane_Ivan,Unknown
Hurricane_John_%281994%29,Unknown
Hurricane_John_%282006%29,Unknown
Hurricane_Katrina,Unknown
Hurricane_Lenny,Unknown
Hurricane_Marty_%282003%29,Unknown
Hurricane_Mitch,Unknown
Hurricane_Philippe_%282005%29,Unknown
